ShortName,LongName,Issn
Rivista Italiana di Medicina Legale e del Diritto in Campo Sanitario,Giuffre Editore SPA,1124-3376
Rivista Italiana di Paleontologia e Stratigrafia,DIP Science Terra,0035-6883
Rivista Italiana di Politiche Pubbliche,Societa Editrice il Mulino SPA,1722-1137
Rivista italiana di scienza politica,Societa Editrice il Mulino SPA,0048-8402
Rivista Luci e Ombre,Rivista Luci e Ombre,(Paper)2372-7500(Online)
Rivista Polifonie,Fondazione Guido D Arezzo,
RMD Open: Rheumatic & Musculoskeletal Diseases,BMJ Publishing Group,(Paper)2056-5933(Online)
RMI Solutions Journal,Rocky Mountain Institute,
RNA,Cold Spring Harbor Laboratory Press,1355-8382(Paper)1469-9001(Online)
RNA Biology,Taylor & Francis,1547-6286(Paper)1555-8584(Online)
RNANT/NU Newsletter,RNANT/NU - Registered Nurses Assn of Northwest Territories and Nunavut,
Road Injury Prevention & Litigation Journal,"TranSafety, Inc",
Road Materials and Pavement Design,Taylor & Francis,1468-0629(Paper)2164-7402(Online)
Robban Assafina Magazine,Oceanic Spark SARL,
ROBOMECH Journal,Springer Science+Business Media B.V.,(Paper)2197-4225(Online)
Robotica,Cambridge University Press (CUP),0263-5747(Paper)1469-8668(Online)
Robotics,Elsevier Science,0167-8493
Robotics and Autonomous Systems,Elsevier Science,0921-8890
Robotics and Biomimetics,Springer Science+Business Media B.V.,(Paper)2197-3768(Online)
Robotics and Computer-Integrated Manufacturing,Elsevier Science,0736-5845
Rock Mechanics and Rock Engineering,Springer Science+Business Media B.V.,0723-2632(Paper)1434-453X(Online)
Rock Music Studies,Taylor & Francis,1940-1159(Paper)1940-1167(Online)
Rock Products,Mining Media,0747-3605
Rocks & Minerals,Taylor & Francis,0035-7529(Paper)1940-1191(Online)
Rocky Mountain Geology,Geoscienceworld,1555-7332(Paper)1555-7340(Online)
Rocky Mountain Journal of Mathematics,Rocky Mountain Mathematics Consortium,0035-7596
Rocky Mountain Review,University of Illinois Press,1948-2825(Paper)1948-2833(Online)
Roczniki Filozoficzne = Annals of Philosophy,Foreign Trade Enterprises ARS Polona,0035-7685
Rodopi Perspectives on Modern Literature,Rodopi,0923-0416
Roeper Review,Routledge,0278-3193(Paper)1940-865X(Online)
RöFo - Fortschritte auf dem Gebiet der Röntgenstrahlen und der bildgebenden Verfahren,Thieme Medical Publishers Inc,1438-9029(Paper)1438-9010(Online)
Rojasiana: Publicación del Departamento de Botánica de la Dirección de Investigación de la Facultad de Ciencias Químicas,Universidad Nacional de Asuncion,1026-0889(Paper)2305-7009(Online)
Romance Notes (Project Muse),University of North Carolina at Chapel Hill - Department of Romance Languages and Literatures,0035-7995(Paper)2165-7599(Online)
Romance Philology,Brepols Publishers,0035-8002
Romance Quarterly,Taylor & Francis,0883-1157(Paper)1940-3216(Online)
Romance Studies,Taylor & Francis,0263-9904(Paper)1745-8153(Online)
Romani Studies,Liverpool University Press,1528-0748
Romani Studies (Project Muse),Liverpool University Press,1528-0748(Paper)1757-2274(Online)
Romanian Journal of Diabetes Nutrition and Metabolic Diseases,Versita,2068-8245(Paper)2284-6417(Online)
Romanian Journal of English Studies,De Gruyter,1584-3734
Romanian Journal of Internal Medicine,De Gruyter,1220-4749
Romanian Journal of Rhinology,De Gruyter,(Paper)2393-3356(Online)
Romanian Journal of Transport Infrastructure,De Gruyter,(Paper)2286-2218(Online)
Romanian Neurosurgery,Versita,1220-8841
Romanian Review of Laboratory Medicine,De Gruyter,(Paper)2284-5623(Online)
Romanische Bibliographie,Max Niemeyer Verlag GMBH,0080-388X(Paper)1865-9055(Online)
Romanische Forschungen,Vittorio Klostermann GMBH,0035-8126
Romanistisches Jahrbuch,De Gruyter,0080-3898
Romanticism,Edinburgh University Press Ltd,1354-991X(Paper)1750-0192(Online)
Romanticism  (Project Muse),Edinburgh University Press Ltd,1354-991X(Paper)1750-0192(Online)
Romantisme,Librairie Armand Colin,0048-8593
Röntgenpraxis,Elsevier Science,0035-7820
Roofs,Lindeman Uitgevers ,
ROR: Rechstpraak Ondernemingsraad,Kluwer Deventer,
Rorschach Research Exchange,Taylor & Francis,0893-4037
Rorschach Research Exchange and Journal of Projective Techniques,Taylor & Francis,1068-3402
Rorschachiana,Hogrefe & Huber Publishers,1192-5604
Rose Croix Journal,Rosicrucian Order/Amorc,(Paper)1553-9156(Online)
Rose Sheet,Elsevier Business Intelligence,0279-1110
Rosicrucian Digest,Rosicrucian Order/Amorc,0035-8339
Rossiiskaia istoriia,East View Information Services Inc,0869-5687
Rotor & Wing,Access Intelligence,1066-8098
ROTOR Journal,Eurocopter Canada Ltd.,
ROTOR Magazine,Helicopter Association International,
Rotorcraft Forecast,Forecast International Inc,
Rotorhub Magazine,Shephard Press Limited,1754-520X
The Round Table,Routledge,0035-8533(Paper)1474-029X(Online)
Royal Australian Planning Institute Journal,Routledge,0004-9999
Royal Institute of Chemistry Reviews,The Royal Society of Chemistry,
Royal Institute of Philosophy Supplement,Cambridge University Press (CUP),1358-2461
Royal Musical Association Research Chronicle,Taylor & Francis,1472-3808(Paper)2167-4027(Online)
Royal Society Open Science,The Royal Society,
RPM Report: Regulation Policy Market Access,Elsevier Business Intelligence,2160-4665
RR: Reports and Recommendations,Massachusetts Medical Society,
RSA Journal,Royal Society of the Arts,0958-0433
RSC Advances,The Royal Society of Chemistry,(Paper)2046-2069(Online)
RSE Newsletter,Royal Society of Edinburgh,
RSF: The Russell Sage Foundation Journal of the Social Sciences,Russell Sage Foundation,(Paper)2377-8261(Online)
RSF: The Russell Sage Foundation Journal of the Social Sciences,Johns Hopkins University Press,2377-8253(Paper)2377-8261(Online)
RSNA News,Radiological Society of North  America,
RTD CIV,Editions Dalloz,1635-4273
RTD COM,Editions Dalloz,
RÜ. Rechtsprechungs-Übersicht,Alpmann und Schmidt,0178-0689
Rubber Chemistry & Technology,American Chemical Society,0035-9475
Rue Descartes,College International de Philosophie,1144-0821(Paper)2102-5819(Online)
Imago Mundi: The International Journal for the History of Cartography,Routledge,0308-5694(Paper)1479-7801(Online)
Imago Temporis,Universitat de Lleida ,
IMF Economic Review,Palgrave Macmillan,2041-4161(Paper)2041-417X(Online)
IMF Staff Papers,International Monetary Fund,1020-7635(Paper)1564-5150(Online)
IMF Staff Papers,Palgrave Macmillan,1020-7635(Paper)1564-5150(Online)
IMFO Journal,IMFO,(Paper)1607-520X(Online)
IMIA Yearbook of Medical Informatics,Schattauer GMBH,0943-4747
Immigrants & Minorities,Routledge,0261-9288(Paper)1744-0521(Online)
Immigration News,Immigration Advice Rights Center,0819-6745
Immigrazione.it,Studio Immigrazione SAS,
Immunity,Cell Press,1074-7613(Paper)1097-4180(Online)
Immunity & Ageing,BioMed Central,(Paper)1742-4933(Online)
Immunity (Science Direct),Cell Press,1074-7613(Paper)1097-4180(Online)
"Immunity, Inflammation and Disease",Wiley-Blackwell,(Paper)2050-4527(Online)
Immunoanalyse et Biologie Specialisee,Elsevier Science,0923-2532
Immunobiology,Urban & Fischer Verlag Jena,0171-2985
Immunobiology (ScienceDirect),Elsevier Science,0171-2985
Immunochemistry,Elsevier Science,0019-2791
Immunogenetics,Springer Science+Business Media B.V.,0093-7711(Paper)1432-1211(Online)
Immunohematology,American Red Cross,0894-203x(Paper)1930-3955(Online)
Immunologic Research,Springer Science+Business Media B.V.,0257-277X(Paper)1559-0755(Online)
Immunological Investigations,Taylor & Francis,0882-0139(Paper)1532-4311(Online)
Immunological Reviews,Wiley-Blackwell,0105-2896(Paper)1600-065X(Online)
Immunology,Wiley-Blackwell,0019-2805(Paper)1365-2567(Online)
Immunology and Allergy Clinics of North America,WB Saunders Company,0889-8561
Immunology and Cell Biology,Nature Publishing Group,0818-9641(Paper)1440-1711(Online)
Immunology in the News,Charles A Dana Foundation,
Immunology Letters,Elsevier Science,0165-2478
Immunology Today,Elsevier Science,0167-5699
"Immunology, Endocrine & Metabolic Agents",Bentham Science Publishers Ltd,1871-5222
Immunome Research,BioMed Central,(Paper)1745-7580(Online)
Immunometabolism,De Gruyter,(Paper)2084-6835(Online)
ImmunoMethods,Elsevier Science,1058-6687
Immunopharmacology,Elsevier Science,0162-3109
Immunopharmacology and Immunotoxicology,Taylor & Francis,0892-3973(Paper)1532-2513(Online)
Immunotechnology,Elsevier Science,1380-2933
Immunotherapy,Future Medicine Ltd,1750-743X(Paper)1750-7448(Online)
Immunotherapy Weekly,Newsrx.Com,1090-8625(Paper)1532-463X(Online)
The IMP Journal,Emerald Group Publishing Ltd,2059-1403(Paper)0809-7259(Online)
Impact,Wiley-Blackwell,2048-4151(Paper)2048-416X(Online)
Impact Assessment,Taylor & Francis,0734-9165
Impact Assessment and Project Appraisal,Taylor & Francis,1461-5517(Paper)1471-5465(Online)
IMPACT of Computing in Science and Engineering,Elsevier Science,0899-8248
ImpfDialog,Ecomed Verlagsgesellschaft AG,1618-5765
Implant Dentistry,Lippincott Williams & Wilkins (LWW),1056-6163(Paper)1538-2982(Online)
Implantodontie,Elsevier Science,1158-1336
Implementation Science,BioMed Central,(Paper)1748-5908(Online)
Implementing the OECD Anti-bribery Convention,OECD Publications Centre,1997-8707
Implicit Religion,Equinox Publishing Ltd.,1463-9955(Paper)1743-1697(Online)
Improving Schools,SAGE Publications,1365-4802(Paper)1475-7583(Online)
IMS Bulletin,Institute of Mathematical Statistics,1544-1881
In A Word,Media Production Center,
In Brief,Institute of Development Studies (IDS),
In Education,"Faculty of Education, University of Regina",
In Monte Artium,Brepols Publishers,2031-3098
In Practice,BMJ Publishing Group,0263-841X
In Progress,In Progress,
In Session: Psychotherapy in Practice,"John Wiley & Sons, Inc",1077-2413(Paper)1520-6572(Online)
In Silico Biology,IOS Press,1386-6338(Paper)1434-3207(Online)
In Silico Cell and Tissue Science,Springer Science+Business Media B.V.,(Paper)2196-050X(Online)
In Silico Pharmacology,Springer Science+Business Media B.V.,(Paper)2193-9616(Online)
In Situ : Information Bulletin,International Institute of Site Planning,1541-616X
In the Clinic,American College of Physicians,
In the Grove,In the Grove,1536-1551
In Vitro & Molecular Toxicology: A Journal of Basic and Applied Research,Mary Ann Liebert,1097-9336
In Vitro Cellular & Developmental Biology - Animal,Springer Science+Business Media B.V.,1071-2690(Paper)1543-706X(Online)
In Vitro Cellular & Developmental Biology Plant,Springer Science+Business Media B.V.,1054-5476(Paper)1475-2689(Online)
In VIVO - The Business and Medicine Report,Elsevier Business Intelligence,2160-9861
IN VIVO: International Journal of Experimental and Clinical Pathophysiology and Drug Research,International Institute of Anticancer Research,0258-851x(Paper)1791-7549(Online)
In-Plant Graphics,North American Publishing Company,1087-2817
INA Quarterly,Institute of Nautical Archaeology,1090-2635
INAE Letters,Springer Science+Business Media B.V.,2366-326X(Paper)2366-3278(Online)
Inc.,Mansueto Ventures ,0162-8968
Incentive Taxation,Incentive Taxation,0896-4556
Inclusion,American Association on Intellectual and Developmental Disabilities,2326-6988
Incontri,Werkgroep Italie Studies,0169-3379
Incontri Linguistici,Fabrizio Serra editore,0390-2412(Paper)1724-1669(Online)
INCOSE International Symposium,Wiley-Blackwell,(Paper)2334-5837(Online)
Indagationes Mathematicae,Elsevier Science,0019-3577
Indagationes Mathematicae (Proceedings),Elsevier Science,0019-3577(Paper)1872-6100(Online)
INDat Report,Verlag INDat GMBH,
Independent Nurse,MA Healthcare Ltd,1747-9800
Indes,Vandenhoeck & Ruprecht,2191-995X(Paper)2196-7962(Online)
Index (New York),Index (New York),1087-6359
Index on Censorship,SAGE Publications,0306-4220(Paper)1746-6067(Online)
Index on Censorship,Routledge,0306-4220(Paper)1746-6067(Online)
The Indexer,Society of Indexers,0019-4131
India Quarterly: A Journal of International Affairs,SAGE Publications,0974-9284
India Review,Routledge,1473-6489(Paper)1557-3036(Online)
Indian Academy of Clinical Medicine Journal,Indian Academy of Clinical Medicine,
Indian Chemical Engineer,Taylor & Francis,0019-4506(Paper)0975-007X(Online)
Indian Economic & Social History Review,SAGE Publications,0019-4646
Indian Economic Journal,SAGE Publications,0019-4662
Indian Geotechnical Journal,Springer Science+Business Media B.V.,
Indian Growth and Development Review,Emerald Group Publishing Ltd,1753-8254
Indian Heart Journal,Elsevier Science,0019-4832
Indian Historical Review,SAGE Publications,0376-9836
Indian Journal of Aerospace Medicine,Indian Society of Aerospace Medicine,0970-6666
Indian Journal of Agricultural Biochemistry,The Indian Society of Agricultural Biochemists,0970-6399(Paper)0974-4479(Online)
Indian Journal of Agricultural Research,Agricultural Research Communication Centre,0367-8245
Indian Journal of Allergy Asthma and Immunology,Indian College of Allergy Asthma and Immunology,0972-6691
Studio Cine Live,Groupe Altice Media,1969-9441
Study Abroad Research in Second Language Acquisition and International Education,John Benjamins BV,2405-5522(Paper)2405-5530(Online)
Studying Teacher Education: a journal of self-study of teacher education practices,Routledge,1742-5964(Paper)1742-5972(Online)
STUF: Sprachtypologie und Universalienforschung,Akademiai Kiado,1867-8319
Style,Pennsylvania State University Press,0039-4238(Paper)2374-6629(Online)
Style Guide,Lis Verlag GMBH,1619-6635
Style (Project MUSE),Pennsylvania State University Press,0039-4238(Paper)2374-6629(Online)
Style Source,Style Source Magazine,
Stylist,Societe Marie Claire ,
Subjectivity,Palgrave Macmillan,1755-6341(Paper)1755-635X(Online)
SubStance,University of Wisconsin Press,0049-2426(Paper)1527-2095(Online)
SubStance (Project Muse),University of Wisconsin Press,0049-2426(Paper)1527-2095(Online)
Substance Abuse,Springer Science+Business Media B.V.,0889-7077(Paper)1573-6733(Online)
Substance Abuse,Routledge,0889-7077(Paper)1547-0164(Online)
Substance Abuse & Disability Services Report,CD Publications,1933-4346
"Substance Abuse Treatment, Prevention, and Policy",BioMed Central,(Paper)1747-597X(Online)
Substance Use & Misuse,Taylor & Francis,1082-6084(Paper)1532-2491(Online)
Subsurface Sensing Technologies and Applications,Springer Science+Business Media B.V.,1566-0184
Subterranean Biology,Pensoft Publishers,1768-1448(Paper)1314-2615(Online)
Subtropics,Johns Hopkins University Press,1559-0704(Paper)2471-4526(Online)
Successful Dealer,Randall Reilly Publishing,0161-6080
Successful Fundraising,Wiley-Blackwell,1070-9061(Paper)2325-8624(Online)
The Successful Registrar,Jossey Bass Inc,1534-7710(Paper)1943-7560(Online)
Suchradar,Bloofusion Germany GmbH,
Sucht - Zeitschrift fur Wissenschaft und Praxis,"Hogrefe AG, Verlag Hans Huber Publishers",0939-5911(Paper)1664-2856(Online)
Suchtmedizin in Forschung und Praxis,Ecomed Verlagsgesellschaft AG,1437-5567
Suchttherapie,Georg Thieme Verlag Stuttgart,1439-9903
Sudhoffs Archiv - Zeitschrift fur Wissenschaftsgeschichte,Franz Steiner Verlag,0039-4564
Südost Forschungen,R Oldenbourg Verlag,0081-9077(Paper)2364-9321(Online)
Südosteuropa. Zeitschrift für Politik und Gesellschaft,R Oldenbourg Verlag,0722-480X
Sugar Tech ,Springer Science+Business Media B.V.,0972-1525(Paper)0974-0740(Online)
Suicide and Life-Threatening Behavior,Guilford Publications,0363-0234
