ShortName,LongName,Issn
SMITHSONIAN CONTRIBUTIONS TO THE MARINE SCIENCES,"SMITHSONIAN INST PRESS, 750 NINTH ST, N  W  STE 4300, WASHINGTON, USA, DC, 20560-0950",0196-0768
SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY,"SMITHSONIAN INST PRESS, 750 NINTH ST, N  W  STE 4300, WASHINGTON, USA, DC, 20560-0950",0081-0282
SMITHSONIAN HERPETOLOGICAL INFORMATION SERVICE,"SMITHSONIAN HERPETOLOGICAL INFORMATION SERVICE, GEORGE ZUG, DIV AMPHIBIANS & REPTILES, NATURAL HISTORY MUSEUM, SMITHSONIANINSTIT, PO BOX 37012, WASHINGTON, USA, DC, 20013-7012",****-****
SNIPPETS,"EDIZIONI UNIV LETTERE ECONOMIC DIRITTO-LED, VIA CERVIGNANO 4,, MILAN, ITALY, 20137",1590-1807
SNUDEBILLER,"CURCULIO-INST, HAUWEG 62, MOENCHENGLADBACH, GERMANY, D-41066",1439-4650
SOAP PERFUMERY AND COSMETICS,"WILMINGTON PUBL, WILMINGTON HOUSE, MAIDSTONE RD, FOOTS CRAY, SIDCUP, ENGLAND, KENT, DA14 SHZ",0037-749X
SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW,"ST BASILS HOUSE, 1 CANTERBURY RD, OXFORD, ENGLAND, OX2 6LU",0144-8722
SOCIAL & CULTURAL GEOGRAPHY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1464-9365
SOCIAL & LEGAL STUDIES,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0964-6639
SOCIAL ALTERNATIVES,"SOCIAL ALTERNATIVES, UNIV SUNSHINE COAST, FAC ARTS & BUSINESS, MAROOCHYDORE DC, AUSTRALIA, QLD 4556",0155-0306
SOCIAL ANALYSIS,"BERGHAHN JOURNALS, 20 JAY ST, SUITE 512, BROOKLYN, USA, NY, 11201",0155-977X
SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1751-9004
SOCIAL ANTHROPOLOGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0964-0282
SOCIAL BEHAVIOR AND PERSONALITY,"SOC PERSONALITY RES INC, P O BOX 1539, PALMERSTON NORTH, NEW ZEALAND, 5330",0301-2212
SOCIAL CHOICE AND WELFARE,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0176-1714
SOCIAL COGNITION,"GUILFORD PUBLICATIONS INC, 370 SEVENTH AVE, SUITE 1200, NEW YORK, USA, NY, 10001-1020",0278-016X
SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",1749-5016
SOCIAL COMPASS,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0037-7686
SOCIAL DEVELOPMENT,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0961-205X
SOCIAL DYNAMICS-A JOURNAL OF AFRICAN STUDIES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0253-3952
SOCIAL ENTERPRISE JOURNAL,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1750-8614
SOCIAL EPISTEMOLOGY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0269-1728
SOCIAL EVOLUTION & HISTORY,"UCHITEL PUBLISHING HOUSE, UL KIROVA 143, VOLGOGRAD, RUSSIA, 400079",1681-4363
SOCIAL FORCES,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",0037-7732
SOCIAL HISTORY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0307-1022
SOCIAL HISTORY OF MEDICINE,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0951-631X
SOCIAL IDENTITIES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1350-4630
SOCIAL INCLUSION,"COGITATIO PRESS, RUA FIALHO ALMEIDA 14, 2 ESQ, LISBON, PORTUGAL, 1070-129",2183-2803
SOCIAL INDICATORS RESEARCH,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0303-8300
SOCIAL INFLUENCE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1553-4510
SOCIAL ISSUES AND POLICY REVIEW,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1751-2395
SOCIAL JUSTICE RESEARCH,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0885-7466
SOCIAL MARKETING QUARTERLY,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",1524-5004
SOCIAL MOVEMENT STUDIES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1474-2837
SOCIAL NETWORK ANALYSIS AND MINING,"SPRINGER WIEN, SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201",1869-5450
SOCIAL NETWORKS,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0378-8733
SOCIAL NEUROSCIENCE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1747-0919
SOCIAL PHILOSOPHY & POLICY,"CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",0265-0525
SOCIAL POLICY & ADMINISTRATION,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0144-5596
SOCIAL POLICY AND SOCIETY,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",1474-7464
SOCIAL POLITICS,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",1072-4745
SOCIAL PROBLEMS,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",0037-7791
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",0933-7954
SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",1948-5506
SOCIAL PSYCHOLOGY,"HOGREFE & HUBER PUBLISHERS, MERKELSTR 3, GOTTINGEN, GERMANY, D-37085",1864-9335
SOCIAL PSYCHOLOGY OF EDUCATION,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1381-2890
SOCIAL PSYCHOLOGY QUARTERLY,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0190-2725
SOCIAL RESEARCH,"NEW SCHOOL UNIV, GRADUATE FACULTY, 65 5TH AVE, RM 354, NEW YORK, USA, NY, 10003",0037-783X
SOCIAL RESPONSIBILITY JOURNAL,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1747-1117
SOCIAL SCIENCE & MEDICINE,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",0277-9536
SOCIAL SCIENCE COMPUTER REVIEW,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0894-4393
SOCIAL SCIENCE HISTORY,"CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",0145-5532
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0539-0184
SOCIAL SCIENCE JAPAN JOURNAL,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",1369-1465
SOCIAL SCIENCE JOURNAL,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0362-3319
SOCIAL SCIENCE QUARTERLY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0038-4941
SOCIAL SCIENCE RESEARCH,"ACADEMIC PRESS INC ELSEVIER SCIENCE, 525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",0049-089X
SOCIAL SCIENCES AND MISSIONS-SCIENCES SOCIALES ET MISSIONS,"BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",1874-8937
SOCIAL SCIENCES IN CHINA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0252-9203
SOCIAL SEMIOTICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1035-0330
SOCIAL SERVICE REVIEW,"UNIV CHICAGO PRESS, 1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",0037-7961
SOCIAL STUDIES OF SCIENCE,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0306-3127
SOCIAL TEXT,"DUKE UNIV PRESS, 905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701",0164-2472
SOCIAL THEORY & HEALTH,"PALGRAVE MACMILLAN LTD, BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS",1477-8211
SOCIAL WELFARE INTERDISCIPLINARY APPROACH,"SIAULIAI UNIV & OPEN INT UNIV HUMAN DEV UKRAINE, VILNIAUS G 88, VILNUS, LITHUANIA, 76285",2029-7424
SOCIAL WORK,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",0037-8046
SOCIAL WORK EDUCATION,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0261-5479
SOCIAL WORK IN HEALTH CARE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0098-1389
SOCIAL WORK IN PUBLIC HEALTH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1937-1918
SOCIAL WORK RESEARCH,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",1070-5309
SOCIAL WORK-MAATSKAPLIKE WERK,"UNIV STELLENBOSCH, DEPT SOCIAL WORK, PO BOX 223, STELLENBOSCH, SOUTH AFRICA, 7599",0037-8054
SOCIALINE TEORIJA EMPIRIJA POLITIKA IR PRAKTIKA,"VILNIUS UNIV, MUITINES G 8,, KAUNAS, LITHUANIA, LT-44280",1648-2425
SOCIALIST STUDIES,"SOC SOCIALIST STUDIES, C/O DAVID HUXTABLE, DEPT SOCIOLOGY, VICTORIA, CANADA, BC, V8W 3P5",1918-2821
SOCIEDAD INTERNACIONAL DE MALACOLOGIA MEDICA Y APLICADA BOLETIN,"SOC INT MALACOLOGIA MEDICA APLICADA, C/O EDNA NARANJO-GARCIA, INST BIOLOGIA, UNIV NACIONAL AUTONOMA DE MEXICO, AP POSTAL 70-153, MEXICO, MEXICO, D F, 4510",1608-4284
SOCIEDADE & NATUREZA,"SOCIEDADE & NATUREZA, AV JOAO NAVES DE AVILA, 2121, CAMPUS SANTA MONICA BLOCO H, UBERLANDIA MG, BRAZIL, CEP38408-100AP",1982-4513
SOCIETA TICINESE DI SCIENZE NATURALI MEMORIE,"SOC TICINESE SCIENZE NATURALI, C/O MUSEO CANTONALE DI STORIA NATURALE, VIALE CARLO CATTENEO 4, LUGANO, SWITZERLAND, CH-6900",1421-5586
SOCIETA VENEZIANA DI SCIENZE NATURALI LAVORI,"SOC VENEZIANA SCIENZE NATURALI, MUSEO CIVICO DI STORIA NATURALE DI VENEZIA, S. CROCE 1730, VENEZIA, ITALY,00000",0392-9450
SOCIETAMUTAMENTOPOLITICA-RIVISTA ITALIANA DI SOCIOLOGIA,"FIRENZE UNIV PRESS, JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122",2038-3150
SOCIETE D ETUDES SCIENTIFIQUES DE L ANJOU MEMOIRE,"SOC ETUDES SCIENTIFIQUES ANJOU, ARBORETUM DE LA MAULEVRIE, 9, RUE DU CHATEAU D'ORGEMONT, ANGERS, FRANCE, F-49000",0750-6473
SOCIETE GUERNESIAISE REPORT AND TRANSACTIONS,"LA SOC GUERNESIAISE, SOC HEADQUARTERS, CANDIE GARDENS, ST. PETER PORT, ENGLAND, GUERNSEY, GY1 1UG",0144-1973
SOCIETE JERSIAISE ANNUAL BULLETIN,"SOC JERSIAISE, 7 PIER RD, ST HELIER, ENGLAND, JERSEY, CHANNEL ISLANDS, JE2 4XW",0141-1942
SOCIETES,"DE BOECK UNIVERSITE, FOND JEAN-PAQUES 4,, LOUVAIN-LA-NEUVE, BELGIUM, B-1348",0765-3697
SOCIETIES,"MDPI AG, ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",2075-4698
SOCIETY,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0147-2011
SOCIETY & ANIMALS,"BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",1063-1119
SOCIETY & NATURAL RESOURCES,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",0894-1920
SOCIETY AND BUSINESS REVIEW,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1746-5680
SOCIETY AND MENTAL HEALTH,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",2156-8693
SOCIETY FOR NEUROSCIENCE ABSTRACT VIEWER AND ITINERARY PLANNER,"SOC NEUROSCIENCE, 11 DUPONT CIRCLE, NW, STE 500, WASHINGTON, USA, DC, 20036",****-****
SOCIETY FOR THE STUDY OF AMPHIBIANS AND REPTILES HERPETOLOGICAL CIRCULAR,"SOC STUDY AMPHIBIANS & REPTILES, DEPT HERPETOLOGY, AMERICAN MUSEUM OF NATURAL HISTORY, NEW YORK, USA, NY, 10024",0161-147X
SOCIETY HEALTH & VULNERABILITY,"CO-ACTION PUBLISHING, RIPVAGEN 7, JARFALLA, SWEDEN, SE-175 64",2002-1518
SOCIETY OF CANADIAN ORNITHOLOGISTS SPECIAL PUBLICATION,"SOC CANADIAN ORNITHOLOGISTS, C/O ACWERN, UNB, P.O. BOX 45111, FREDERICTON, CANADA, NB, E3B 6E1",****-****
SOCIETY OF CARIBBEAN ORNITHOLOGY SPECIAL PUBLICATION,"SOC CONSERVATION STUDY CARIBBEAN BIRDS-SCSCB, C/O SCSCB TREASURER, P. O. BOX 863208, RIDGEWOOD, USA, NY, 11386",****-****
SOCIO-ECONOMIC PLANNING SCIENCES,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710",0038-0121
SOCIO-ECONOMIC REVIEW,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",1475-1461
SOCIOAFFECTIVE NEUROSCIENCE & PSYCHOLOGY,"CO-ACTION PUBLISHING, RIPVAGEN 7, JARFALLA, SWEDEN, SE-175 64",2000-9011
SOCIOBIOLOGY,"UNIV ESTADUAL FEIRA SANTANA, AV TRANSORDESTINA S N NOVO HORIZONTE, FEIRA DE SANTANA, BRAZIL, BAHAI, CEP44036-900AP",0361-6525
SOCIOLINGUISTIC STUDIES,"EQUINOX PUBLISHING LTD, 415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX",1750-8649
SOCIOLOGIA,"SLOVAK ACADEMIC PRESS LTD, PO BOX 57 NAM SLOBODY 6, BRATISLAVA, SLOVAKIA, 810 05",0049-1225
SOCIOLOGIA RURALIS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0038-0199
SOCIOLOGIA Y TECNOCIENCIA,"UNIV VALLADOLID, DEPT SOCIOLOGIA & TRABAJO SOCIAL, ESCUELA UNIV EDUCACION, CAMPUS YUTERA, PALENCIA 44, SPAIN, 34004",1989-8487
SOCIOLOGICA-ITALIAN JOURNAL OF SOCIOLOGY ON LINE,"SOC ED IL MULINO, STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125",1971-8853
SOCIOLOGICAL FORUM,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0884-8971
SOCIOLOGICAL INQUIRY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0038-0245
SOCIOLOGICAL METHODOLOGY,"SAGE PUBLICATIONS INC, 2455 TELLER RD, NEWBURY PK, USA, CA, 91320",0081-1750
SOCIOLOGICAL METHODS & RESEARCH,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0049-1241
SOCIOLOGICAL PERSPECTIVES,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0731-1214
SOCIOLOGICAL QUARTERLY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0038-0253
SOCIOLOGICAL RESEARCH ONLINE,"SOCIOLOGICAL RESEARCH ONLINE CONSORTIUM, SOCIOLOGICAL RESEARCH ONLINE, DEPT SOCIOLOGY, UNIV SURREY, GUILFORD, ENGLAND, GU2 7XH",1360-7804
SOCIOLOGICAL REVIEW,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0038-0261
SOCIOLOGICAL SPECTRUM,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",0273-2173
SOCIOLOGICAL THEORY,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0735-2751
SOCIOLOGICESKOE OBOZRENIE,"NATL RESEARCH UNIV HIGHER SCH ECONOMICS, SHABOLOVKA, 26, MOSCOW, RUSSIA, 119049",1728-192X
SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW,"SOCIOLOGICKY CASOPIS, JILSKA 1, PRAGUE 1, CZECH REPUBLIC, 110 00",0038-0288
SOCIOLOGIE DU TRAVAIL,"ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER, 23 RUE LINOIS, PARIS, FRANCE, 75724",0038-0296
SOCIOLOGIJA,"UNIV BELGRADE, FAC PHILOSOPHY, CIKA LJUBINA 18-20, BELGRADE, SERBIA, 11000",0038-0318
SOCIOLOGISK FORSKNING,"SOCIOLOGISK FORSKNING, HOGSKOLAN I OREBRO, INST SAMHALLSVETENSKAP,, OREBRO, SWEDEN, 701 82",0038-0342
SOCIOLOGUS,"DUNCKER & HUMBLOT GMBH, POSTFACH 410329, BERLIN, GERMANY, 12113",0038-0377
SOCIOLOGY COMPASS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1751-9020
SOCIOLOGY OF EDUCATION,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0038-0407
SOCIOLOGY OF HEALTH & ILLNESS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0141-9889
SOCIOLOGY OF RELIGION,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",1069-4404
SOCIOLOGY OF SPORT JOURNAL,"HUMAN KINETICS PUBL INC, 1607 N MARKET ST, PO BOX 5076, CHAMPAIGN, USA, IL, 61820-2200",0741-1235
SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0038-0385
SOFT COMPUTING,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1432-7643
SOFT MATERIALS,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",1539-445X
SOFT MATTER,"ROYAL SOC CHEMISTRY, THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE, ENGLAND, CAMBS, CB4 0WF",1744-683X
SOFT ROBOTICS,"MARY ANN LIEBERT, INC, 140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",2169-5172
SOFTWARE AND SYSTEMS MODELING,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",1619-1366
SOFTWARE QUALITY JOURNAL,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0963-9314
SOFTWARE TESTING VERIFICATION & RELIABILITY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0960-0833
SOFTWARE-PRACTICE & EXPERIENCE,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0038-0644
SOFW-JOURNAL,"VERLAG FUER CHEMISCHE INDUSTRIE H ZIOLKOWSKY GMBH, BEETHOVENSTR 16,, AUGSBURG, GERMANY, 86150",0942-7694
SOIL & SEDIMENT CONTAMINATION,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",1532-0383
AUTOMATIKA,"KOREMA, UNSKA 3, P P 473, ZAGREB, CROATIA, 10001",0005-1144
AUTOMATION AND REMOTE CONTROL,"MAIK NAUKA/INTERPERIODICA/SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013-1578",0005-1179
AUTOMATION IN CONSTRUCTION,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0926-5805
AUTONOMIC & AUTACOID PHARMACOLOGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1474-8665
AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1566-0702
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1387-2532
AUTONOMOUS ROBOTS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0929-5593
AUTOPHAGY,"TAYLOR & FRANCIS INC, 530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",1554-8627
AVANCES,"CENTRO INFORMACION & GESTION TECNOLOGICA PINAR DEL RIO, COLON NO 106 ESQ MACEO & VIRTUDES, PINAR DEL RIO, CUBA, 20100",1562-3297
AVANCES DE INVESTIGACION EN EDUCACION MATEMATICA,"SOC ESPANOLA INVESTIGACION & EDUCACION MATEMATICA-SEIM, SOC ESPANOLA INVESTIGACION & EDUCACION MATEMATICA-SEIM, BADAJOZ, SPAIN, 00000",2254-4313
AVANCES DEL CESOR,"CENTRO ESTUDIOS SOCIALES REGIONALES, EDIFICIO ISHIR-IRICE, PRIMER PISO, OF 10, ROSARIO, ARGENTINA, SANTA FE, 2000",1514-3899
AVANCES EN BIOMEDICINA,"UNIV ANDES, FAC MEDICINA, AV DON TULIO FEBRES CORDERO, MERIDA, VENEZUELA, 5101",2244-7881
AVANCES EN DIABETOLOGIA,"ELSEVIER DOYMA SL, TRAVESERA DE GARCIA, 17-21, BARCELONA, SPAIN, 08021",1134-3230
AVANCES EN PSICOLOGIA LATINOAMERICANA,"UNIV ROSARIO, PROGRAMA PSICOLOGIA, FAC MED, CARRERA 24 63 C-69 QUINTA DE MUTIS, BOGOTA, COLOMBIA, 00000",1794-4724
AVANT,"CENTRE PHILOSOPHICAL RESEARCH, UL CZARTORYSKIEGO 15-16, BYDGOSZCZ, POLAND, 85-222",2082-7598
AVANT SCENE OPERA,"AVANT-SCENE OPERA, EDITIONS PREMIERES LOGES 15, RUE TIQUETONNE, PARIS, FRANCE, 75002",0764-2873
AVENIONIA,"HENRI CALLOT-GIRARDI, 3 RUE HYMNE SOLEIL, MONTFAVET, FRANCE, 84140",2426-895X
AVES,"SOC D ETUDES ORNITHOLOGIQUES A S B L, MAISON LIEGEOISE DE L ENVIRONMENT, RUE FUSCH, 3, LIEGE, BELGIUM, 00000",0005-1993
AVIAN BIOLOGY RESEARCH,"SCIENCE REVIEWS 2000 LTD, PO BOX 314, ST ALBANS, ENGLAND, HERTS, AL1 4ZG",1758-1559
AVIAN CONSERVATION AND ECOLOGY,"RESILIENCE ALLIANCE, ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, CANADA, NS, B0P 1X0",1712-6568
AVIAN DISEASES,"AMER ASSOC AVIAN PATHOLOGISTS, 953 COLLEGE STATION RD, ATHENS, USA, GA, 30602-4875",0005-2086
AVIAN PATHOLOGY,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",0307-9457
AVIAN RESEARCH,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",2053-7166
AVIATION,"VILNIUS GEDIMINAS TECH UNIV, SAULETEKIO AL 11, VILNIUS, LITHUANIA, LT-10223",1648-7788
AVICENNA,"BLOOMSBURY QATAR FOUNDATION JOURNALS, VILLA 3, EDUCATION CITY, PO BOX 5825, DOHA, QATAR, 00000",2220-2749
